,name,year,owners,mileage,litres,BHP,transmission,fuel,price,write_off_category,vehicle_type,seller_name,location
307,Dacia Sandero Stepway,2020,1 owner,"19,863 miles",0.9L,90BHP,Manual,Petrol,"£9,499",N/A,Hatchback,Charles Hurst Dacia Newtownabbey - See all 7 cars,Dealer locationNewtownabbey
308,Dacia Sandero Stepway,2019,1 owner,"47,864 miles",1.5L,90BHP,Manual,Diesel,"£8,499",N/A,Hatchback,Charles Hurst Dacia Newtownards - See all 12 cars,Dealer locationNewtownards
309,Toyota Aygo,2015,2 owners,"57,606 miles",1.0L,68PS,Manual,Petrol,"£5,950",N/A,Hatchback,Trust Ford Belfast - Mallusk - See all 106 cars,Dealer locationNewtownabbey
310,Audi A4,2012,3 owners,"80,000 miles",2.0L,143PS,Manual,Diesel,"£8,995",N/A,Saloon,DB Automotive - See all 6 cars,Dealer locationNewtownabbey
311,Audi A5,2017,N/A,"41,001 miles",2.0L,190PS,Automatic,Petrol,"£18,150",N/A,Coupe,Belfast Audi - See all 68 cars,Dealer locationBelfast
312,Audi A3,2020,N/A,"36,157 miles",1.0L,110PS,Manual,Petrol,"£17,990",N/A,Hatchback,Belfast Audi - See all 68 cars,Dealer locationBelfast
313,Audi A5,2016,2 owners,"108,550 miles",2.0L,134BHP,Manual,Diesel,"£8,795",N/A,Hatchback,Car Brothers NI - See all 44 cars,Dealer locationNewtownabbey
314,Vauxhall Corsa,2013,1 owner,"113,000 miles",1.2L,85PS,Manual,Petrol,"£4,000",N/A,Hatchback,E Flynn Car Sales - See all 68 cars,Dealer locationBallygowan
315,Volkswagen UP!,2014,2 owners,"74,567 miles",1.0L,75PS,Manual,Petrol,"£6,300",N/A,Hatchback,Auto Choice - See all 59 cars,Dealer locationNewtownards
316,Ssangyong Turismo,2018,N/A,"52,199 miles",2.2L,175BHP,Manual,Diesel,"£9,995",N/A,MPV,weonlysellusedcars.com - See all 20 cars,"Dealer locationBangor, County Down"
317,Fiat Doblo,2017,2 owners,"75,000 miles",1.4L,96PS,Manual,Petrol,"£8,495",N/A,MPV,DB Automotive - See all 6 cars,Dealer locationNewtownabbey
