,name,year,owners,mileage,litres,BHP,transmission,fuel,price,write_off_category,vehicle_type,seller_name,location,plate,brand
5168,Peugeot 107,2010,7,96000.0,1.0L,67.0,Manual,Petrol,1899.0,GC,Hatchback,Hanham Family Cars,Bristol,60,Peugeot
5169,Peugeot 207,2010,3,108000.0,1.6L,118.0,Automatic,Petrol,2400.0,GC,Hatchback,QVM,New Southgate,60,Peugeot
5171,SEAT Ibiza,2013,3,81000.0,1.4L,84.0,Manual,Petrol,4950.0,GC,Hatchback,CRC,Bristol,63,SEAT
5188,Nissan Qashqai,2012,4,76000.0,1.5L,108.0,Manual,Diesel,4489.0,GC,SUV,Fame Cars Ltd,Birmingham,,Nissan
5195,Citroen C1,2013,2,86000.0,1.0L,67.0,Manual,Petrol,2599.0,GC,Hatchback,Hanham Family Cars,Bristol,13,Citroen
5196,Ford Mondeo,2000,6,122502.0,2.5L,202.0,Manual,Petrol,2995.0,GC,Hatchback,,,W ,Ford
5200,Renault Clio,2007,3,75000.0,1.2L,75.0,Manual,Petrol,1350.0,GC,Hatchback,QVM,New Southgate,07,Renault
5221,Vauxhall Insignia,2014,3,119000.0,2.0L,138.0,Manual,Diesel,3489.0,GC,Hatchback,Fame Cars Ltd,Birmingham,14,Vauxhall
5224,Volkswagen Scirocco,2010,4,84100.0,1.4L,158.0,Manual,Petrol,4700.0,GC,Hatchback,,,60,Volkswagen
5227,Ford Fiesta,2010,1,69000.0,1.4L,94.0,Manual,Petrol,3795.0,GC,Hatchback,IHCW & S Ltd,Yeovil,10,Ford
5238,BMW X3,2006,8,136000.0,2.0L,148.0,Manual,Diesel,999.0,GC,SUV,P.S. Ponting Ltd,Banbury,56,BMW
5239,Toyota Yaris,2006,3,106000.0,1.0L,67.0,Manual,Petrol,1285.0,GC,Hatchback,B&L Cars Ltd,Wantage,55,Toyota
5242,Peugeot 107,2007,2,124000.0,1.0L,67.0,Manual,Petrol,1100.0,GC,Hatchback,,,07,Peugeot
5244,Peugeot 206,2001,5,100651.0,1.4L,76.0,Automatic,Petrol,1995.0,GC,Hatchback,EAGLE CARS & COMMERCIALS LIMITED,Gloucester,Y ,Peugeot
5267,Renault Clio,2014,4,70784.0,0.9L,89.0,Manual,Petrol,6101.0,GC,Hatchback,Carbase Weston,Weston Super Mare,14,Renault
5268,Fiat Panda,2010,5,88000.0,1.1L,54.0,Manual,Petrol,1799.0,GC,Hatchback,Hanham Family Cars,Bristol,59,Fiat
5271,Citroen DS3,2010,1,126795.0,1.6L,89.0,Manual,Diesel,2620.0,GC,Hatchback,Integrity Cars,Newport,60,Citroen
5277,Ford Mondeo,2009,2,118000.0,2.0L,138.0,Manual,Diesel,1250.0,GC,Hatchback,,,09,Ford
5280,Daihatsu Terios,2007,2,146550.0,1.5L,103.0,Manual,Petrol,1995.0,GC,SUV,CAR MART (SW) LTD,Bristol,07,Daihatsu
5282,Mazda5,2006,4,123101.0,1.8L,114.0,Manual,Petrol,1500.0,GC,MPV,Portfield Car Sales,Christchurch,06,Mazda5
5298,BMW 3 Series,2012,2,56452.0,2.0L,181.0,Manual,Diesel,5495.0,GC,Saloon,,,,BMW
5319,Vauxhall Corsa,2011,6,96500.0,1.6L,202.0,Manual,Petrol,4995.0,GC,Hatchback,TAYLORED CARS,Abergavenny,61,Vauxhall
5326,Vauxhall Antara,2012,1,92000.0,2.2L,161.0,Automatic,Diesel,3999.0,GC,SUV,Automatic Cars,Bristol,,Vauxhall
5334,Peugeot 1007,2005,9,63168.0,1.4L,75.0,Manual,Petrol,1595.0,GC,Hatchback,Bridge House Motors Ltd,Swindon,55,Peugeot
5338,MINI Hatch,2012,2,91000.0,1.6L,97.0,Manual,Petrol,4449.0,GC,Hatchback,Oaklands Automotive Limited,Clevedon,,MINI
5339,Ford Fiesta,2009,4,115000.0,1.4L,67.0,Manual,Diesel,1790.0,GC,Hatchback,Harry's Car Sales,Peterborough,59,Ford
5363,Alfa Romeo Mito,2014,3,71397.0,1.3L,85.0,Manual,Diesel,3500.0,GC,Hatchback,,,64,Alfa
5367,Nissan Micra,2005,6,73000.0,1.2L,79.0,Manual,Petrol,1399.0,GC,Hatchback,Hanham Family Cars,Bristol,05,Nissan
5377,Fiat Stilo,2004,5,108000.0,2.4L,170.0,Manual,Petrol,2495.0,GC,Hatchback,Junction 7 Motorhomes,Pershore,04,Fiat
5418,Hyundai Matrix,2009,2,85942.0,1.6L,102.0,Automatic,Petrol,1750.0,GC,Hatchback,ATLAS AUTOMOBILES UK LTD,Windsor,58,Hyundai
5424,Fiat 500,2015,5,40042.0,1.2L,69.0,Manual,Petrol,6499.0,GC,Hatchback,Windmill Hill Car Sales,Bristol,15,Fiat
5448,Vauxhall Corsa,2008,3,101628.0,1.2L,79.0,Manual,Petrol,1995.0,GC,Hatchback,DACI AUTOS BRISTOL,Bristol,08,Vauxhall
5449,BMW 1 Series,2015,3,118000.0,2.0L,187.0,Manual,Diesel,8495.0,GC,Hatchback,Birchwood Motors Ltd,Cardiff,15,BMW
5451,Peugeot 107,2006,6,57000.0,1.0L,67.0,Manual,Petrol,1999.0,GC,Hatchback,Hanham Family Cars,Bristol,56,Peugeot
5462,Ford KA,2015,2,67000.0,1.2L,68.0,Manual,Petrol,3795.0,GC,Hatchback,CAR MART (SW) LTD,Bristol,15,Ford
5476,Fiat Grande Punto,2009,2,93000.0,1.4L,77.0,Manual,Petrol,1595.0,GC,Hatchback,Stroud Vehicle Solutions Ltd,Gloucester,59,Fiat
5477,BMW 3 Series,2013,6,98000.0,2.0L,141.0,Manual,Diesel,7950.0,GC,Saloon,Mgm Motor Company,Newbury,13,BMW
5480,Fiat 500,2012,2,68130.0,0.9L,85.0,Manual,Petrol,4450.0,GC,Hatchback,Favourite Motors,Caldicot,,Fiat
5490,Mazda3,2010,2,30579.0,1.6L,108.0,Manual,Diesel,4850.0,GC,Hatchback,CH Auto Sales Ltd,Reading,60,Mazda3
5492,Peugeot 307,2003,1,111685.0,2.0L,90.0,Manual,Diesel,1345.0,GC,Hatchback,AUTO HUB & TRADING LTD,West Bromwich,14,Peugeot
5500,Vauxhall Astra,2019,1,72926.0,1.6L,108.0,Manual,Diesel,8249.0,GC,Hatchback,FRF Lexus Cardiff,Cardiff,19,Vauxhall
5515,Vauxhall Corsa,2013,2,61000.0,1.6L,189.0,Manual,Petrol,5995.0,GC,Hatchback,Birchwood Motors Ltd,Cardiff,13,Vauxhall
5516,Volkswagen Polo,2014,1,70000.0,1.4L,74.0,Manual,Diesel,6450.0,GC,Hatchback,A Costello,Cardiff,14,Volkswagen
5517,Volkswagen Scirocco,2010,5,150000.0,2.0L,138.0,Automatic,Diesel,3498.0,GC,Hatchback,Barry Bangers,Cardiff,10,Volkswagen
5518,Nissan Juke,2011,2,80000.0,1.6L,115.0,Manual,Petrol,3998.0,GC,SUV,Barry Bangers,Cardiff,61,Nissan
5519,Peugeot 207 CC,2009,3,43100.0,1.6L,120.0,Manual,Petrol,1600.0,GC,Convertible,,,09,Peugeot
5521,Vauxhall Corsa,2013,2,61590.0,1.4L,99.0,Manual,Petrol,2650.0,GC,Hatchback,,,13,Vauxhall
5523,Renault Megane,2011,3,89000.0,2.0L,247.0,Manual,Petrol,7991.0,GC,Coupe,Cute Club,Barry,61,Renault
5526,Lexus NX 300h,2019,2,18430.0,2.5L,194.0,Automatic,Petrol Hybrid,27995.0,GC,SUV,FRF Lexus Cardiff,Cardiff,69,Lexus
5529,Ford Fiesta,2011,2,76000.0,1.25L,59.0,Manual,Petrol,3995.0,GC,Hatchback,CF 11 CARS LTD,Cardiff,60,Ford
5530,Dacia Sandero Stepway,2014,3,52000.0,0.9L,89.0,Manual,Petrol,4991.0,GC,Hatchback,TC Car Sales LTD,Cardiff,64,Dacia
5533,BMW 3 Series,2014,3,87000.0,2.0L,141.0,Manual,Diesel,8495.0,GC,Estate,Birchwood Motors Ltd,Cardiff,64,BMW
5534,Hyundai i10,2013,2,68000.0,1.2L,85.0,Manual,Petrol,3650.0,GC,Hatchback,A Costello,Cardiff,63,Hyundai
5537,Volvo S80,2008,2,105626.0,2.0L,145.0,Manual,Petrol,3790.0,GC,Saloon,Tim Hayward Car Sales Limited,Penarth,08,Volvo
5543,Vauxhall Corsa,2013,1,48011.0,1.3L,74.0,Manual,Diesel,4991.0,GC,Hatchback,Cardiff Honda,Cardiff,13,Vauxhall
5547,MINI Hatch,2013,2,84037.0,2.0L,141.0,Manual,Diesel,5480.0,GC,Hatchback,,,13,MINI
5548,Mercedes-Benz C Class,2011,5,95508.0,2.1L,134.0,Automatic,Diesel,5300.0,GC,Saloon,,,61,Mercedes-Benz
5550,Audi A3,2013,2,159000.0,1.6L,104.0,Manual,Diesel,2499.0,GC,Hatchback,Barry Bangers,Cardiff,62,Audi
5551,MINI Hatch,2014,2,88000.0,1.2L,101.0,Manual,Petrol,5995.0,GC,Hatchback,Birchwood Motors Ltd,Cardiff,64,MINI
5552,Jaguar XF,2008,5,99893.0,2.7L,204.0,Automatic,Diesel,1750.0,GC,Saloon,,,08,Jaguar
5553,Vauxhall Meriva,2011,3,72000.0,1.4L,99.0,Manual,Petrol,3295.0,GC,MPV,Birchwood Motors Ltd,Cardiff,61,Vauxhall
5557,Toyota Corolla,2019,1,93016.0,1.8L,120.0,Automatic,Petrol Hybrid,13991.0,GC,Estate,Cardiff Trade Sales,Cardiff,19,Toyota
5558,Peugeot 308,2012,3,69600.0,1.6L,110.0,Manual,Diesel,2900.0,GC,Hatchback,,,,Peugeot
5559,Renault Wind,2012,2,35047.0,1.6L,131.0,Manual,Petrol,6291.0,GC,Convertible,Renault Cardiff,Cardiff,,Renault
5560,Citroen C1,2016,3,27000.0,1.0L,67.0,Manual,Petrol,5995.0,GC,Hatchback,Birchwood Motors Ltd,Cardiff,,Citroen
5562,BMW 3 Series,2003,2,73829.0,2.9L,181.0,Automatic,Diesel,6980.0,GC,Saloon,Tim Hayward Car Sales Limited,Penarth,03,BMW
5564,Ssangyong Turismo,2015,2,62000.0,2.0L,153.0,Automatic,Diesel,9495.0,GC,MPV,Birchwood Motors Ltd,Cardiff,65,Ssangyong
5565,Land Rover Range Rover Evoque,2011,5,75000.0,2.2L,187.0,Automatic,Diesel,11995.0,GC,Coupe,Birchwood Motors Ltd,Cardiff,61,Land
5567,Volvo S80,2008,2,105626.0,2.0L,145.0,Manual,Petrol,3790.0,GC,Saloon,Tim Hayward Car Sales Limited,Penarth,08,Volvo
5570,Volkswagen Golf Sv,2019,3,42007.0,1.5L,128.0,Manual,Petrol,13150.0,GC,MPV,FRF Lexus Cardiff,Cardiff,19,Volkswagen
5571,Mercedes-Benz E Class,2014,4,78654.0,2.1L,168.0,Automatic,Diesel,9290.0,GC,Coupe,P W Millar Ford,Barry,64,Mercedes-Benz
5572,BMW 3 Series,2013,2,67358.0,2.0L,114.0,Manual,Diesel,7991.0,GC,Saloon,Cardiff Trade Sales,Cardiff,13,BMW
5573,Vauxhall Insignia,2011,4,105000.0,2.0L,158.0,Manual,Diesel,2695.0,GC,Hatchback,TC Car Sales LTD,Cardiff,61,Vauxhall
5574,SKODA Octavia,2013,2,110000.0,1.6L,104.0,Manual,Diesel,5000.0,GC,Hatchback,A Costello,Cardiff,63,SKODA
5575,Mercedes-Benz S Class,2007,2,83020.0,3.0L,228.0,Automatic,Petrol,7980.0,GC,Saloon,Tim Hayward Car Sales Limited,Penarth,07,Mercedes-Benz
5576,Fiat 500L,2013,3,110000.0,1.4L,95.0,Manual,Petrol,3995.0,GC,MPV,Birchwood Motors Ltd,Cardiff,13,Fiat
5577,Nissan Qashqai,2015,5,77971.0,1.2L,113.0,Manual,Petrol,6995.0,GC,SUV,,,15,Nissan
5579,Peugeot Partner Tepee,2016,2,72000.0,1.6L,98.0,Manual,Diesel,8995.0,GC,MPV,Birchwood Motors Ltd,Cardiff,65,Peugeot
5580,Ford Fiesta,2017,2,98001.0,1.0L,99.0,Manual,Petrol,4850.0,GC,Hatchback,,,17,Ford
5585,Saab 9-3,2008,4,134500.0,2.8L,276.0,Manual,Petrol,6500.0,GC,Saloon,,,08,Saab
5588,Ford Fiesta,2016,2,76795.0,1.5L,93.0,Manual,Diesel,7690.0,GC,Hatchback,Ab Car Sales Ltd,Barry,,Ford
5590,Renault Clio,2013,2,79201.0,1.2L,74.0,Manual,Petrol,4991.0,GC,Hatchback,Cute Club,Barry,63,Renault
5591,KIA Picanto,2011,4,86000.0,1.0L,68.0,Manual,Petrol,2850.0,GC,Hatchback,,,61,KIA
5592,Jaguar XF,2014,2,86047.0,3.0L,275.0,Automatic,Diesel,10990.0,GC,Saloon,Ab Car Sales Ltd,Barry,14,Jaguar
5593,Audi A5,2013,4,71000.0,1.8L,168.0,Manual,Petrol,9995.0,GC,Coupe,Birchwood Motors Ltd,Cardiff,13,Audi
5599,BMW 3 Series,2009,3,92000.0,2.0L,168.0,Manual,Petrol,3995.0,GC,Coupe,,,59,BMW
5600,Nissan Juke,2015,3,61659.0,1.2L,113.0,Manual,Petrol,7350.0,GC,SUV,A1 Motorcare,Cardiff,65,Nissan
5601,Mercedes-Benz SLK,2012,6,45000.0,2.1L,201.0,Automatic,Diesel,6000.0,Cat N,Convertible,,,,Mercedes-Benz
5602,Renault Clio,2012,2,72000.0,1.2L,99.0,Manual,Petrol,3200.0,GC,Hatchback,,,,Renault
5603,SEAT Leon,2014,1,110399.0,1.6L,104.0,Manual,Diesel,5489.0,GC,Hatchback,,,14,SEAT
5607,MINI Clubman,2011,1,64000.0,1.6L,110.0,Manual,Diesel,6995.0,GC,Estate,Birchwood Motors Ltd,Cardiff,61,MINI
5608,BMW 3 Series,1987,5,127840.0,1.8L,90.0,Manual,Petrol,5000.0,GC,Saloon,,,D ,BMW
5609,Ford Fiesta,2016,2,52000.0,1.0L,123.0,Manual,Petrol,7495.0,GC,Hatchback,Birchwood Motors Ltd,Cardiff,65,Ford
5612,Audi Q2,2019,1,25450.0,1.5L,148.0,Automatic,Petrol,23000.0,GC,SUV,Cardiff Audi,Cardiff,19,Audi
5613,Ford Focus,2014,3,71112.0,1.0L,123.0,Manual,Petrol,6295.0,GC,Hatchback,CF 11 CARS LTD,Cardiff,64,Ford
5615,BMW 2 Series,2014,3,74000.0,2.0L,141.0,Manual,Diesel,7800.0,GC,Coupe,,,14,BMW
5617,KIA Sportage,2013,3,74000.0,1.7L,114.0,Manual,Diesel,7495.0,GC,SUV,CF 11 CARS LTD,Cardiff,13,KIA
5619,Ford Kuga,2012,3,96209.0,2.0L,138.0,Manual,Diesel,4995.0,GC,SUV,,,,Ford
5620,Vauxhall Adam,2013,2,102741.0,1.2L,69.0,Manual,Petrol,4295.0,GC,Hatchback,,,13,Vauxhall
5622,Ford Mondeo,2014,2,57067.0,2.0L,138.0,Manual,Diesel,7990.0,GC,Hatchback,Tim Hayward Car Sales Limited,Penarth,63,Ford
5633,Audi A5,2013,3,83000.0,2.0L,175.0,Manual,Diesel,9795.0,GC,Hatchback,CF 11 CARS LTD,Cardiff,13,Audi
5634,Toyota Auris,2013,2,84000.0,1.4L,89.0,Manual,Diesel,6450.0,GC,Hatchback,A Costello,Cardiff,13,Toyota
5635,Audi TT,2005,9,88500.0,1.8L,150.0,Manual,Petrol,2995.0,GC,Convertible,TC Car Sales LTD,Cardiff,05,Audi
5641,Ford Kuga,2014,1,57000.0,2.0L,138.0,Manual,Diesel,8995.0,GC,SUV,Birchwood Motors Ltd,Cardiff,14,Ford
5644,BMW 1 Series,2011,6,116526.0,2.0L,141.0,Manual,Diesel,3395.0,GC,Hatchback,,,61,BMW
5645,BMW 3 Series,2014,2,109859.0,2.0L,141.0,Manual,Diesel,5985.0,GC,Saloon,,,14,BMW
5646,KIA Picanto,2017,2,64297.0,1.25L,83.0,Manual,Petrol,8700.0,GC,Hatchback,Renault Cardiff,Cardiff,67,KIA
5647,Mazda CX-3,2017,2,32690.0,2.0L,119.0,Manual,Petrol,12995.0,GC,SUV,A1 Motorcare,Cardiff,67,Mazda
5648,BMW 1 Series,2005,2,76002.0,2.0L,127.0,Automatic,Petrol,4440.0,GC,Hatchback,Howe Motors Ltd,Barry,05,BMW
5649,Citroen C4 Picasso,2015,3,40100.0,1.6L,112.0,Manual,Diesel,7695.0,GC,MPV,CF 11 CARS LTD,Cardiff,64,Citroen
5650,Vauxhall Insignia,2014,3,92980.0,2.0L,192.0,Manual,Diesel,6500.0,GC,Estate,,,14,Vauxhall
5655,Volkswagen Golf,2013,3,98090.0,2.0L,217.0,Manual,Petrol,8899.0,GC,Hatchback,,,63,Volkswagen
5656,SKODA Roomster,2012,1,46547.0,1.2L,84.0,Manual,Petrol,4690.0,GC,MPV,Ab Car Sales Ltd,Barry,,SKODA
5657,MINI Countryman,2010,5,74000.0,1.6L,181.0,Manual,Petrol,5995.0,GC,SUV,Birchwood Motors Ltd,Cardiff,60,MINI
5658,Vauxhall Corsa,2016,2,60303.0,1.4L,89.0,Manual,Petrol,6499.0,GC,Hatchback,Smart Buy Motors LTD,Pontypridd,16,Vauxhall
5659,Citroen C1,2013,2,29000.0,1.0L,67.0,Manual,Petrol,5691.0,GC,Hatchback,Greenaway Autos Ltd,Pontypridd,63,Citroen
5660,Ford Kuga,2014,1,102000.0,2.0L,138.0,Manual,Diesel,6995.0,GC,SUV,Birchwood Motors Ltd,Cardiff,14,Ford
5661,Ford Grand C-Max,2015,3,91248.0,1.0L,123.0,Manual,Petrol,6000.0,GC,MPV,A1 Motorcare,Cardiff,15,Ford
5662,MINI Coupe,2012,4,88000.0,1.6L,208.0,Manual,Petrol,6495.0,GC,Coupe,Birchwood Motors Ltd,Cardiff,,MINI
5663,Volkswagen Golf,2017,2,109000.0,1.6L,113.0,Manual,Diesel,9395.0,GC,Hatchback,Birchwood Motors Ltd,Cardiff,17,Volkswagen
5664,Volkswagen Golf,2014,2,105000.0,1.6L,104.0,Manual,Diesel,6400.0,GC,Hatchback,A Costello,Cardiff,14,Volkswagen
5669,Toyota Avensis,2015,2,50226.0,1.6L,112.0,Manual,Diesel,9499.0,GC,Saloon,FRF Toyota Cardiff,Cardiff,65,Toyota
5670,Mercedes-Benz SLK,2004,2,101681.0,3.5L,272.0,Manual,Petrol,2995.0,GC,Convertible,,,,Mercedes-Benz
5671,Toyota Yaris,2013,2,48209.0,1.0L,70.0,Manual,Petrol,5790.0,GC,Hatchback,Ab Car Sales Ltd,Barry,62,Toyota
5672,Toyota Yaris,2011,3,85254.0,1.33L,100.0,Manual,Petrol,3300.0,GC,Hatchback,,,11,Toyota
5674,Volkswagen Scirocco,2010,7,98000.0,2.0L,207.0,Automatic,Petrol,6900.0,GC,Hatchback,,,60,Volkswagen
5677,Porsche Boxster,2004,5,79700.0,2.7L,228.0,Manual,Petrol,6500.0,GC,Convertible,,,04,Porsche
5678,Ford C-Max,2015,2,73706.0,1.6L,113.0,Manual,Diesel,5690.0,GC,MPV,Ab Car Sales Ltd,Barry,64,Ford
5684,Honda Civic,2013,2,70500.0,1.8L,140.0,Manual,Petrol,6250.0,GC,Hatchback,TC Car Sales LTD,Cardiff,62,Honda
5685,Volvo XC60,2011,2,152000.0,2.4L,202.0,Manual,Diesel,5295.0,GC,SUV,,,11,Volvo
5687,MINI Hatch,2016,3,58000.0,2.0L,189.0,Manual,Petrol,10900.0,GC,Hatchback,,,,MINI
5688,Jaguar XF,2014,2,106196.0,2.2L,200.0,Automatic,Diesel,7980.0,GC,Saloon,Tim Hayward Car Sales Limited,Penarth,14,Jaguar
5690,KIA Carens,2019,1,41366.0,1.6L,133.0,Manual,Petrol,12399.0,GC,MPV,Corner Park Cardiff,Pontyclun,68,KIA
5692,Renault Kadjar,2020,1,34900.0,1.3L,138.0,Manual,Petrol,13790.0,GC,SUV,Victoria Motor Company,Cross Keys,20,Renault
5697,BMW 3 Series,2004,7,87000.0,3.0L,231.0,Automatic,Petrol,6120.0,GC,Coupe,,,,BMW
5699,Volkswagen Passat,2014,2,109071.0,2.0L,138.0,Manual,Diesel,3900.0,Cat N,Saloon,,,14,Volkswagen
5700,Nissan Juke,2019,2,63400.0,1.6L,110.0,Manual,Petrol,9990.0,GC,SUV,Ashley James Automotive,Penarth,19,Nissan
5702,Vauxhall Insignia,2017,2,88758.0,2.0L,167.0,Manual,Diesel,9290.0,GC,Hatchback,Ab Car Sales Ltd,Barry,17,Vauxhall
5703,Renault Megane,2017,3,63999.0,1.5L,108.0,Manual,Diesel,9991.0,GC,Estate,Greenaway Autos Ltd,Pontypridd,67,Renault
5704,Vauxhall Viva,2016,2,35583.0,1.0L,74.0,Manual,Petrol,6595.0,GC,Hatchback,CF 11 CARS LTD,Cardiff,,Vauxhall
5705,MG MG3,2016,2,70268.0,1.5L,106.0,Manual,Petrol,4990.0,GC,Hatchback,Ab Car Sales Ltd,Barry,16,MG
5706,BMW 3 Series,2007,1,84000.0,2.0L,168.0,Automatic,Petrol,5250.0,GC,Convertible,CS Auto Elite,Barry,57,BMW
5711,BMW 1 Series,2019,2,29366.0,1.5L,114.0,Manual,Diesel,17491.0,GC,Hatchback,Cardiff Trade Sales,Cardiff,19,BMW
5712,Ford Focus,2018,2,43500.0,1.0L,123.0,Manual,Petrol,14190.0,GC,Hatchback,A Z I Motors Ltd,Cardiff,68,Ford
5713,Ford Streetka,2004,4,27802.0,1.6L,94.0,Manual,Petrol,2850.0,GC,Convertible,J & P Auto Services,Cardiff,04,Ford
5715,Audi A3,2014,4,88054.0,2.0L,148.0,Manual,Diesel,9495.0,GC,Hatchback,TC Car Sales LTD,Cardiff,64,Audi
5717,Peugeot 208,2015,2,17000.0,1.2L,81.0,Manual,Petrol,6995.0,GC,Hatchback,Birchwood Motors Ltd,Cardiff,15,Peugeot
5718,Ford Fiesta,2014,2,49015.0,1.2L,80.0,Manual,Petrol,6490.0,GC,Hatchback,Trade Right Cars Cardiff,Cardiff,14,Ford
5719,BMW 5 Series,2013,4,118000.0,3.0L,254.0,Automatic,Diesel,11795.0,GC,Estate,Birchwood Motors Ltd,Cardiff,63,BMW
5720,Lexus NX 300h,2015,1,139000.0,2.5L,194.0,Automatic,Petrol Hybrid,14491.0,GC,SUV,Greenaway Autos Ltd,Pontypridd,15,Lexus
5725,Toyota C-Hr,2017,2,48884.0,1.8L,120.0,Automatic,Petrol Hybrid,16395.0,GC,SUV,FRF Toyota Cardiff,Cardiff,17,Toyota
5726,Volvo C30,2011,3,141000.0,2.0L,148.0,Manual,Diesel,3150.0,GC,Coupe,,,61,Volvo
5727,Fiat 500,2012,2,6517.0,1.2L,69.0,Automatic,Petrol,8990.0,GC,Hatchback,Ashley James Automotive,Penarth,,Fiat
5728,Mercedes-Benz E Class,2003,1,69585.0,3.2L,224.0,Automatic,Petrol,5980.0,GC,Saloon,Tim Hayward Car Sales Limited,Penarth,53,Mercedes-Benz
5731,Volvo V40,2015,2,95141.0,2.0L,120.0,Manual,Petrol,7495.0,GC,Hatchback,EXCELL GARAGE AND CAR SALES,Pontypridd,15,Volvo
5739,Volkswagen Golf,2015,3,81650.0,2.0L,181.0,Manual,Diesel,12995.0,GC,Hatchback,A Z I Motors Ltd,Cardiff,65,Volkswagen
5742,MINI Hatch,2015,3,71149.0,2.0L,192.0,Manual,Petrol,9495.0,GC,Hatchback,White Dove Suzuki,Cardiff,15,MINI
5743,Dacia Sandero Stepway,2019,2,25678.0,0.9L,90.0,Manual,Petrol,10261.0,GC,Hatchback,Renault Cardiff,Cardiff,19,Dacia
5744,Vauxhall Corsa,2021,1,17157.0,1.2L,99.0,Manual,Petrol,12650.0,GC,Hatchback,FRF Toyota Cardiff,Cardiff,70,Vauxhall
5746,Volkswagen Passat,2004,1,48674.0,1.9L,100.0,Automatic,Diesel,4800.0,GC,Estate,,,,Volkswagen
5748,Vauxhall Corsa,2017,2,60000.0,1.4L,99.0,Manual,Petrol,7495.0,GC,Hatchback,Birchwood Motors Ltd,Cardiff,17,Vauxhall
5754,BMW 3 Series,2012,3,93000.0,2.0L,181.0,Manual,Diesel,6995.0,GC,Saloon,,,,BMW
5755,Ford Fiesta,2016,1,21499.0,1.0L,138.0,Manual,Petrol,10212.0,GC,Hatchback,Renault Cardiff,Cardiff,,Ford
5756,Mercedes-Benz C Class,2017,1,112000.0,2.1L,168.0,Automatic,Diesel,12500.0,GC,Saloon,,,17,Mercedes-Benz
5759,MINI Hatch,2016,2,13736.0,2.0L,189.0,Manual,Petrol,13799.0,GC,Hatchback,Corner Park Cardiff,Pontyclun,16,MINI
5760,Lexus UX 250h,2020,1,48886.0,2.0L,181.0,Automatic,Petrol Hybrid,18991.0,GC,SUV,Cardiff Honda,Cardiff,20,Lexus
5768,Ford KA,2013,3,82000.0,1.2L,68.0,Manual,Petrol,3495.0,GC,Hatchback,,,63,Ford
5770,Audi A4,2014,1,87400.0,2.0L,148.0,Automatic,Diesel,6995.0,GC,Saloon,,,14,Audi
5771,Fiat 500C,2011,3,70109.0,1.4L,100.0,Manual,Petrol,4991.0,GC,Convertible,Cute Club,Barry,11,Fiat
5772,Jeep Compass,2019,2,26641.0,1.6L,118.0,Manual,Diesel,17491.0,GC,SUV,Renault Cardiff,Cardiff,69,Jeep
5773,Mazda CX-3,2019,1,26100.0,2.0L,119.0,Manual,Petrol,14890.0,GC,SUV,Victoria Motor Company,Cross Keys,19,Mazda
5774,Hyundai i20,2018,2,75964.0,1.2L,83.0,Manual,Petrol,7690.0,GC,Hatchback,Ab Car Sales Ltd,Barry,18,Hyundai
5775,Ford Focus,2019,1,37500.0,1.5L,118.0,Manual,Diesel,15790.0,GC,Hatchback,Victoria Motor Company,Cross Keys,69,Ford
5782,Vauxhall Corsa,2017,2,25138.0,1.4L,148.0,Manual,Petrol,9899.0,GC,Hatchback,Corner Park Cardiff,Pontyclun,67,Vauxhall
5783,Audi A4,2016,3,137000.0,2.0L,187.0,Manual,Diesel,8000.0,GC,Saloon,A Costello,Cardiff,16,Audi
5784,Peugeot 108,2015,2,61726.0,1.2L,82.0,Manual,Petrol,5495.0,GC,Hatchback,S R Motors,Penarth,64,Peugeot
5786,Alfa Romeo Spider,2008,6,45225.0,2.2L,185.0,Manual,Petrol,6995.0,GC,Convertible,,,08,Alfa
5787,Vauxhall Grandland X,2019,1,10500.0,1.5L,128.0,Manual,Diesel,15390.0,GC,SUV,Victoria Motor Company,Cross Keys,69,Vauxhall
5788,Nissan Micra,2020,1,21900.0,1.0L,99.0,Manual,Petrol,11990.0,GC,Hatchback,Victoria Motor Company,Cross Keys,20,Nissan
5789,Fiat 500,2014,3,56400.0,1.2L,69.0,Manual,Petrol,5695.0,GC,Hatchback,CARDIFF AUTOS LTD,Cardiff,64,Fiat
5790,Ford Focus,2008,3,77710.0,1.6L,99.0,Manual,Petrol,2600.0,GC,Hatchback,,,58,Ford
5796,MINI Hatch,2014,3,25117.0,2.0L,192.0,Manual,Petrol,12750.0,GC,Hatchback,Sytner Cardiff MINI,Cardiff,14,MINI
5797,Renault Clio,2017,4,66000.0,1.6L,217.0,Automatic,Petrol,13991.0,GC,Hatchback,Better Performance,Cardiff,17,Renault
5798,Suzuki Vitara,2018,1,35900.0,1.6L,118.0,Manual,Petrol,11890.0,GC,SUV,Victoria Motor Company,Cross Keys,18,Suzuki
5799,Mazda CX-5,2014,1,69565.0,2.0L,163.0,Manual,Petrol,9990.0,GC,SUV,Victoria Park Mazda,Cardiff,64,Mazda
5801,BMW 5 Series,2015,2,88000.0,2.0L,187.0,Automatic,Diesel,11995.0,GC,Estate,Www.Cardiffcars.Com,Cardiff,15,BMW
5802,MINI Hatch,2015,2,68484.0,2.0L,189.0,Automatic,Petrol,13991.0,GC,Hatchback,Cute Club,Barry,65,MINI
5803,BMW X1,2020,1,54468.0,2.0L,189.0,Automatic,Petrol,20990.0,GC,SUV,P W Millar Ford,Barry,69,BMW
