,name,year,mileage,litres,BHP,transmission,fuel,price,write_off_category,vehicle_type,seller_name,location,plate,brand
3895,SKODA Octavia,2011,96750.0,1.8L,158.0,Manual,Petrol,3999,GC,Estate,Star City Motors Ltd,Birmingham,11,SKODA
3896,Volkswagen Passat,2012,93000.0,2.0L,168.0,Manual,Diesel,4995,GC,Saloon,Deritend Motors,Birmingham,,Volkswagen
3897,Renault Megane,2011,95343.0,1.9L,128.0,Manual,Diesel,2200,GC,Convertible,ALABASTER AUTO CENTRE LTD,Tipton,61,Renault
3898,SEAT Ibiza,2009,92000.0,1.6L,104.0,Manual,Diesel,2500,GC,Hatchback,RUTLAND MOTOR COMPANY,Sheffield,59,SEAT
3899,Volvo S40,2008,109017.0,2.0L,134.0,Manual,Diesel,2485,GC,Saloon,Assured Cars Supermarket Ltd (Birmingham),Birmingham,08,Volvo
3900,Ford Focus,2008,125706.0,1.6L,99.0,Manual,Petrol,1295,GC,Hatchback,Burton Cheap Cars,Burton On Trent,08,Ford
3905,SKODA Fabia,2008,64000.0,1.2L,70.0,Manual,Petrol,2390,GC,Hatchback,Great Car Deals,Birmingham,58,SKODA
3906,Fiat 500,2011,129000.0,1.2L,69.0,Manual,Petrol,1995,GC,Hatchback,ZANOTA MOTORS LIMITED,Leicester,11,Fiat
3907,Volkswagen Scirocco,2010,88612.0,1.4L,158.0,Manual,Petrol,4995,GC,Hatchback,Royal Exchange Motors,West Bromwich,59,Volkswagen
3908,Renault Clio,2011,69258.0,1.6L,109.0,Automatic,Petrol,4750,GC,Hatchback,National Car Hub,Walsall,61,Renault
3909,Vauxhall Insignia,2010,92627.0,2.0L,158.0,Manual,Diesel,1999,GC,Hatchback,Ingram & Sons Motors,Nottingham,59,Vauxhall
3910,Renault Clio,2008,104000.0,1.2L,60.0,Manual,Petrol,1149,GC,Hatchback,The Car Nation,Birmingham,58,Renault
3911,Vauxhall Corsa,2008,70140.0,1.3L,74.0,Manual,Diesel,2390,GC,Hatchback,Mosaso,Oldbury,58,Vauxhall
3913,Volkswagen Passat,2007,90000.0,2.0L,138.0,Manual,Diesel,1490,GC,Saloon,Harry's Car Sales,Peterborough,07,Volkswagen
3914,Honda Civic,2006,138000.0,1.8L,138.0,Manual,Petrol,1275,GC,Hatchback,The Car Nation,Birmingham,56,Honda
3919,Vauxhall Astra,2010,93287.0,1.6L,113.0,Manual,Petrol,2290,Cat N,Hatchback,Car Palace Ltd,Leicester,60,Vauxhall
3920,KIA Carens,2007,99000.0,2.0L,138.0,Manual,Diesel,790,GC,MPV,Pasture Car Sales,Wirral,57,KIA
3922,Toyota Auris,2007,126000.0,1.6L,124.0,Automatic,Petrol,2989,GC,Hatchback,Fame Cars Ltd,Birmingham,57,Toyota
3923,Vauxhall Vectra,2006,54000.0,2.0L,173.0,Manual,Petrol,3795,GC,Hatchback,Kars (UK) Limited,Ilkeston,06,Vauxhall
3924,Renault Scenic Xmod,2007,150000.0,1.5L,108.0,Manual,Diesel,2000,GC,MPV,Faisal Cars,Birmingham,13,Renault
3925,Ford Focus,2010,119600.0,1.6L,99.0,Manual,Petrol,1850,GC,Hatchback,IN BUDGET,Burnley,10,Ford
3934,Ford Galaxy,2009,236000.0,1.8L,123.0,Manual,Diesel,990,Cat N,MPV,City Cars,Leicester,59,Ford
3935,SEAT Ibiza,2015,51031.0,1.4L,84.0,Manual,Petrol,6500,GC,Hatchback,Smart Motor Sales LTD,Birmingham,15,SEAT
3937,BMW 3 Series,2008,125000.0,2.0L,175.0,Automatic,Diesel,2500,GC,Saloon,A.Y.A Car Sales Ltd,Birmingham,08,BMW
3938,Volkswagen Bora,2002,112153.0,2.0L,114.0,Manual,Petrol,1295,GC,Saloon,Chrome Motors Woodford,Stockport,51,Volkswagen
3941,Renault Megane,2010,59562.0,1.6L,99.0,Manual,Petrol,2995,GC,Hatchback,KEYLTON MOTORS,West Bromwich,10,Renault
3942,Peugeot 308,2012,121484.0,1.6L,91.0,Manual,Diesel,2195,GC,Hatchback,DUNSMORE MOTORZ LTD,Coventry,,Peugeot
3947,Jaguar XF,2013,134250.0,2.2L,197.0,Automatic,Diesel,5990,GC,Estate,James Bentley Motors,Birmingham,13,Jaguar
3949,Volvo V50,2007,140000.0,2.0L,134.0,Manual,Diesel,1950,GC,Estate,AA Cars,Peterborough,57,Volvo
3950,Vauxhall Astra,2010,117000.0,1.6L,113.0,Manual,Petrol,1290,GC,Estate,Autopoint London,Southall,60,Vauxhall
3951,Volvo S80,2000,167000.0,2.5L,140.0,Manual,Diesel,1195,GC,Saloon,Wetmore Motor Group LTD,Burton On Trent,X ,Volvo
3953,Toyota Avensis,2004,211135.0,1.8L,127.0,Automatic,Petrol,999,GC,Saloon,GENERAL MOTORS,Birmingham,,Toyota
3954,Ford Mondeo,2008,143794.0,2.0L,138.0,Manual,Diesel,1399,GC,Estate,Ashby Budget Cars,Swadlincote,08,Ford
3955,Lexus IS 220d,2007,218000.0,2.2L,175.0,Manual,Diesel,1450,Cat N,Saloon,JJF CARS LTD,Nottingham,56,Lexus
3956,Nissan Note,2010,120000.0,1.6L,108.0,Automatic,Petrol,3489,GC,Hatchback,Fame Cars Ltd,Birmingham,60,Nissan
3961,Peugeot 3008,2011,186000.0,1.6L,110.0,Automatic,Diesel,1690,Cat N,SUV,2K Motor Group,Peterborough,11,Peugeot
3962,Volkswagen Jetta,2008,186000.0,1.9L,104.0,Manual,Diesel,1095,Cat N,Saloon,USED CARS SALES AND REPAIRS LTD,Birmingham,08,Volkswagen
3963,Ford KA,2007,50879.0,1.3L,69.0,Manual,Petrol,1095,GC,Hatchback,The Car Nation,Birmingham,07,Ford
3965,Peugeot 3008,2010,72000.0,1.6L,118.0,Manual,Petrol,1499,Cat N,SUV,Amlin Motors Limited,Halesowen,10,Peugeot
3966,BMW 6 Series,2008,179880.0,3.0L,282.0,Automatic,Diesel,3000,GC,Coupe,,,58,BMW
3967,KIA RIO,2011,130000.0,1.4L,95.0,Automatic,Petrol,2989,GC,Hatchback,Fame Cars Ltd,Birmingham,11,KIA
3969,Renault Clio,2005,75000.0,1.2L,75.0,Manual,Petrol,1795,GC,Hatchback,M S Motor Trade,Peterborough,05,Renault
3970,Mitsubishi Shogun Sport,2005,123000.0,2.5L,114.0,Manual,Diesel,2495,GC,SUV,R R R MOTORS LIMITED,Birmingham,55,Mitsubishi
3975,Honda Civic,2007,125000.0,2.2L,138.0,Manual,Diesel,1095,GC,Hatchback,D C CARS SWAPSHOP,Sheffield,57,Honda
3976,Audi A4,2008,101000.0,2.0L,141.0,Manual,Diesel,4795,GC,Saloon,LA Automotive,Birmingham,58,Audi
3977,Vauxhall Corsa,2009,94000.0,1.2L,79.0,Manual,Petrol,1895,GC,Hatchback,M & A Motors,Northampton,59,Vauxhall
3978,Renault Grand Scenic,2010,111812.0,1.6L,108.0,Manual,Petrol,1995,GC,MPV,M5 Car Ltd,Oldbury,10,Renault
3979,Toyota Yaris,2007,68000.0,1.3L,85.0,Automatic,Petrol,3995,GC,Hatchback,Carpoint Motor Company LTD,Bolton,56,Toyota
3980,Fiat Multipla,2007,106000.0,1.9L,120.0,Manual,Diesel,1985,GC,MPV,Assured Cars Supermarket Ltd (Birmingham),Birmingham,07,Fiat
3981,BMW 3 Series,2006,165000.0,2.0L,120.0,Manual,Diesel,1995,GC,Saloon,G&A Traders Ltd,Wolverhampton,56,BMW
3982,Honda Civic,2005,144000.0,1.6L,108.0,Manual,Petrol,1690,GC,Hatchback,Mangotsfield Motor Company,Bristol,55,Honda
3984,Citroen C1,2011,101041.0,1.0L,67.0,Manual,Petrol,1895,GC,Hatchback,WatCar,Tamworth,11,Citroen
3989,Renault Clio,2011,80000.0,1.2L,74.0,Manual,Petrol,2190,GC,Hatchback,Joe's Cars Leeds,Leeds,11,Renault
3991,Audi A3,2012,114321.0,2.0L,138.0,Manual,Diesel,3495,GC,Hatchback,Kabz Motors,High Wycombe,,Audi
3992,Honda Jazz,2004,90000.0,1.4L,82.0,Automatic,Petrol,2489,GC,Hatchback,Fame Cars Ltd,Birmingham,53,Honda
3993,Volkswagen Polo,2008,156789.0,1.4L,69.0,Manual,Diesel,1195,GC,Hatchback,Barry Jones Motors,Walsall,58,Volkswagen
3994,Vauxhall Astra,2012,86553.0,1.6L,113.0,Manual,Petrol,3495,GC,Hatchback,M5 Car Ltd,Oldbury,,Vauxhall
3995,BMW 3 Series,2008,160000.0,2.0L,175.0,Manual,Diesel,2289,GC,Estate,Fame Cars Ltd,Birmingham,57,BMW
3996,Citroen Xsara Picasso,2004,113000.0,1.6L,95.0,Manual,Petrol,1295,GC,MPV,Wetmore Motor Group LTD,Burton On Trent,,Citroen
3998,Volkswagen Touran,2012,88000.0,2.0L,138.0,Manual,Diesel,6995,GC,MPV,LA Automotive,Birmingham,,Volkswagen
4003,Volkswagen Golf,2005,82802.0,1.9L,90.0,Manual,Diesel,2495,GC,Hatchback,Royal Exchange Motors,West Bromwich,55,Volkswagen
4005,Vauxhall Corsa,2009,114067.0,1.2L,79.0,Manual,Petrol,1000,GC,Hatchback,GENERAL MOTORS,Birmingham,58,Vauxhall
4008,Jaguar XF,2010,160000.0,3.0L,271.0,Automatic,Diesel,2989,GC,Saloon,Fame Cars Ltd,Birmingham,60,Jaguar
4009,Vauxhall Insignia,2016,122000.0,1.6L,134.0,Manual,Diesel,3300,GC,Hatchback,,,16,Vauxhall
4010,Ford Focus,2009,107000.0,1.6L,113.0,Manual,Petrol,2500,GC,Hatchback,D S Trading,Cannock,59,Ford
4011,Suzuki Swift,2006,134785.0,1.5L,101.0,Manual,Petrol,1295,GC,Hatchback,JL Motor Company,Coventry,56,Suzuki
4012,Vauxhall Insignia,2013,84295.0,2.0L,161.0,Manual,Diesel,5890,GC,Estate,Motorgurus,Sheffield,63,Vauxhall
4018,Vauxhall Vectra,2008,138000.0,3.0L,181.0,Manual,Diesel,2495,GC,Hatchback,PX Motors LTD,Wakefield,08,Vauxhall
4019,Hyundai i20,2010,80500.0,1.2L,77.0,Manual,Petrol,2350,GC,Hatchback,Blue Ice Motors Limited,Leicester,10,Hyundai
4020,Fiat Doblo,2004,129000.0,1.3L,70.0,Manual,Diesel,1495,GC,Estate,Percy Motors Birmingham Ltd,Birmingham,,Fiat
4021,Fiat Bravo,2007,42106.0,1.4L,90.0,Manual,Petrol,1815,GC,Hatchback,,,57,Fiat
4022,Honda Jazz,2004,100010.0,1.4L,82.0,Automatic,Petrol,1695,GC,Hatchback,,,,Honda
4023,Volkswagen Beetle,2003,157000.0,1.9L,99.0,Manual,Diesel,699,GC,Convertible,Maple Motor Group,Blackburn,53,Volkswagen
4024,Alfa Romeo Mito,2009,97000.0,1.4L,95.0,Manual,Petrol,1995,GC,Hatchback,G&A Traders Ltd,Wolverhampton,59,Alfa
4025,Honda Civic,2009,81000.0,1.8L,138.0,Manual,Petrol,3990,GC,Hatchback,Drivers Choice Limited,Birmingham,59,Honda
4026,Ford Focus,2009,75000.0,1.6L,99.0,Manual,Petrol,1990,GC,Hatchback,VANTAGE AUTO HUB LTD,Peterborough,09,Ford
4031,MINI Hatch,2004,78000.0,1.6L,89.0,Manual,Petrol,1990,GC,Hatchback,Prestigio Cars Ltd,Bedford,,MINI
4032,Ford Focus,2007,77000.0,1.8L,123.0,Manual,Petrol,1499,GC,Hatchback,HRM Motors,Birmingham,07,Ford
4033,Subaru Legacy,2007,96428.0,2.0L,146.0,Automatic,Petrol,1995,GC,Estate,AR Car Lot Ltd,Birmingham,57,Subaru
4035,Vauxhall Corsa,2011,100000.0,1.2L,84.0,Manual,Petrol,1995,GC,Hatchback,Wetmore Motor Group LTD,Burton On Trent,11,Vauxhall
4036,Toyota Avensis,2010,200133.0,2.0L,124.0,Manual,Diesel,990,Cat S,Saloon,OLIX MOTORS LIMITED,Nelson,60,Toyota
4037,Ford Focus,2007,190000.0,1.6L,113.0,Manual,Petrol,995,GC,Hatchback,Prince Motors,Walsall,07,Ford
4038,Ford Galaxy,2009,149741.0,2.0L,138.0,Manual,Diesel,1995,GC,MPV,First Choice Car Sales,Liverpool,59,Ford
4039,Ford Mondeo,2011,114863.0,2.0L,237.0,Automatic,Petrol,3000,GC,Estate,Craig Pettit Motor Sales Ltd,Northampton,61,Ford
4040,Alfa Romeo Mito,2009,111000.0,1.4L,155.0,Manual,Petrol,2295,GC,Hatchback,RS Motors,Birmingham,09,Alfa
4045,Ford Focus C-Max,2005,83795.0,1.8L,123.0,Manual,Petrol,1350,GC,MPV,TCS Trade Car Sales (Midlands) Ltd,Walsall,55,Ford
4046,Ford Grand C-Max,2011,97701.0,2.0L,138.0,Manual,Diesel,3995,GC,MPV,Burton Cheap Cars,Burton On Trent,11,Ford
4047,Jaguar XE,2015,89000.0,2.0L,161.0,Manual,Diesel,3994,GC,Saloon,Powerdrive Cars,Earlswood,15,Jaguar
4048,Mazda3,2010,98800.0,1.6L,104.0,Manual,Petrol,2500,GC,Hatchback,,,60,Mazda3
4049,Citroen C4,2005,58970.0,1.6L,110.0,Manual,Petrol,1495,GC,Coupe,The Car Nation,Birmingham,55,Citroen
4050,Hyundai i40,2013,125000.0,1.7L,113.0,Manual,Diesel,2950,GC,Estate,Great Car Deals,Birmingham,13,Hyundai
4051,Ford Focus,2011,103801.0,1.6L,99.0,Manual,Petrol,1895,GC,Hatchback,Burton Cheap Cars,Burton On Trent,11,Ford
4052,Toyota Auris,2008,115000.0,1.6L,124.0,Manual,Petrol,1895,GC,Hatchback,Maple Motor Group,Blackburn,08,Toyota
4053,Citroen C2,2009,85000.0,1.6L,123.0,Manual,Petrol,2395,GC,Hatchback,Pasion Motors Ltd,Bristol,58,Citroen
4054,Volkswagen Golf Plus,2007,118000.0,2.0L,138.0,Automatic,Diesel,1500,GC,Hatchback,AA Cars,Keighley,07,Volkswagen
4059,Vauxhall Astra,2007,102229.0,1.8L,123.0,Manual,Petrol,1245,GC,Hatchback,Burton Cheap Cars,Burton On Trent,07,Vauxhall
4060,Toyota IQ,2010,130000.0,1.0L,68.0,Automatic,Petrol,3489,GC,Hatchback,Fame Cars Ltd,Birmingham,10,Toyota
4061,Peugeot 208,2013,74000.0,1.4L,67.0,Manual,Diesel,2999,GC,Hatchback,,,13,Peugeot
4063,Fiat 500,2009,67000.0,1.3L,75.0,Manual,Diesel,2490,GC,Hatchback,HASSYS AUTOS,Peterborough,59,Fiat
4064,Hyundai i30,2009,120000.0,1.6L,113.0,Manual,Diesel,1495,GC,Estate,Friends Cars Burton,Burton On Trent,59,Hyundai
4065,MINI Hatch,2011,90000.0,1.6L,110.0,Manual,Diesel,3345,GC,Hatchback,Alexander Motors Car Ltd,Cradley Heath,60,MINI
4066,Nissan Qashqai,2014,110000.0,1.5L,108.0,Manual,Diesel,2995,Cat N,SUV,Spring Motors Ltd,Birmingham,63,Nissan
4067,Renault Clio,2012,74357.0,1.2L,74.0,Manual,Petrol,3200,GC,Hatchback,DYNAMIC CAR SALES LTD,Dudley,,Renault
4068,Citroen C6,2008,60000.0,2.7L,208.0,Automatic,Diesel,2999,GC,Saloon,AUTOSPECPOL LIMITED,Coventry,08,Citroen
4073,Vauxhall Astra,2006,83053.0,1.6L,103.0,Manual,Petrol,2495,GC,Hatchback,UK MOTORS N LIMITED,Leicester,06,Vauxhall
4074,Mazda3,2007,99000.0,1.6L,103.0,Manual,Petrol,1775,GC,Hatchback,VICKS AUTOS LTD,Birmingham,07,Mazda3
4075,Land Rover Freelander 2,2007,148953.0,2.2L,158.0,Automatic,Diesel,2995,GC,SUV,Harry Cars,Oldbury,07,Land
4076,Honda Jazz,2005,87637.0,1.2L,75.0,Manual,Petrol,1495,GC,Hatchback,M5 Car Ltd,Oldbury,05,Honda
4077,Renault Clio,2007,102000.0,1.1L,100.0,Manual,Petrol,2495,GC,Hatchback,M S Motor Trade,Peterborough,57,Renault
4079,Honda Jazz,2005,66622.0,1.4L,82.0,Manual,Petrol,1245,GC,Hatchback,Repute Motors,Oldham,55,Honda
4080,Honda Cr-V,2007,149187.0,2.2L,138.0,Manual,Diesel,1995,GC,SUV,Harry Cars,Oldbury,07,Honda
4081,KIA Sedona,2007,118740.0,2.9L,183.0,Automatic,Diesel,695,GC,MPV,Motor Mart LTD,Leicester,57,KIA
4082,MINI Hatch,2010,102716.0,1.6L,120.0,Manual,Petrol,3250,GC,Hatchback,Belluga Autos LTD,Retford,60,MINI
4087,Hyundai Tucson,2009,109000.0,2.0L,148.0,Manual,Diesel,690,Cat S,SUV,Pasture Car Sales,Wirral,09,Hyundai
4088,Nissan Note,2012,163000.0,1.5L,89.0,Manual,Diesel,1690,GC,Hatchback,Selly Park Motors,Birmingham,,Nissan
4089,Ford Focus,2008,152500.0,1.6L,99.0,Manual,Petrol,490,GC,Hatchback,ASJ Motors,Bradford,08,Ford
4091,Nissan Qashqai+2,2013,134000.0,1.5L,108.0,Manual,Diesel,3495,GC,SUV,AMW Autos Birmingham Limited,Birmingham,63,Nissan
4092,Ford Focus,2004,98000.0,1.6L,99.0,Manual,Petrol,1000,GC,Hatchback,Cars4Less,Burton On Trent,04,Ford
4093,Toyota Yaris,2004,66851.0,1.0L,67.0,Manual,Petrol,1695,GC,Hatchback,M Z AUTOS CAR SALES LIMITED,Birmingham,,Toyota
4094,Ford C-Max,2012,112000.0,1.6L,104.0,Manual,Petrol,2999,GC,MPV,GMC MOTORS B'HAM LIMITED,Birmingham,,Ford
4095,Ford Focus,2013,55000.0,1.0L,99.0,Manual,Petrol,5450,GC,Hatchback,Balaj Motors,Birmingham,63,Ford
4096,Citroen C4 Picasso,2015,115507.0,1.6L,91.0,Manual,Diesel,3895,GC,MPV,Royal Exchange Motors,West Bromwich,15,Citroen
4112,Volkswagen Golf Sv,2019,42007.0,1.5L,128.0,Manual,Petrol,13150,GC,MPV,FRF Lexus Cardiff,Cardiff,19,Volkswagen
4140,Mercedes-Benz A Class,2019,91439.0,1.5L,114.0,Automatic,Diesel,15850,GC,Saloon,Carsa,Collect from Southampton,69,Mercedes-Benz
4142,SKODA Fabia,2016,72258.0,1.2L,89.0,Manual,Petrol,7990,GC,Hatchback,Howe Motors Ltd,Barry,16,SKODA
4151,Mercedes-Benz C Class,2005,129175.0,2.1L,122.0,Automatic,Diesel,950,GC,Saloon,,,05,Mercedes-Benz
4174,Ford KA,2010,97000.0,1.2L,68.0,Manual,Petrol,1994,GC,Hatchback,Oakwood Autos,Bristol,60,Ford
4180,Hyundai Amica,2008,94800.0,1.1L,62.0,Manual,Petrol,1350,GC,Hatchback,CAR MART (SW) LTD,Bristol,08,Hyundai
4184,KIA Stonic,2018,43671.0,1.4L,98.0,Manual,Petrol,11255,GC,SUV,Carsa,Collect from Southampton,18,KIA
4185,Ford Focus,2013,98589.0,1.0L,123.0,Manual,Petrol,3950,GC,Hatchback,CRC,Bristol,62,Ford
4193,Toyota Avensis,2007,120500.0,1.8L,127.0,Manual,Petrol,1995,GC,Hatchback,CAR MART (SW) LTD,Bristol,07,Toyota
4194,Volkswagen Polo,2010,140000.0,1.2L,69.0,Manual,Petrol,2750,GC,Hatchback,,,59,Volkswagen
4200,Vauxhall Astra,2012,72232.0,1.6L,113.0,Manual,Petrol,4595,GC,Hatchback,Pasion Motors Ltd,Bristol,,Vauxhall
4202,SKODA Fabia,2008,148000.0,1.9L,105.0,Manual,Diesel,1289,GC,Hatchback,Sensibly Priced Cars,Bristol,08,SKODA
4205,Citroen DS3,2013,74000.0,1.6L,118.0,Manual,Petrol,3295,GC,Hatchback,Automatic Cars,Bristol,62,Citroen
4207,Renault Clio,2010,85000.0,1.2L,74.0,Manual,Petrol,1999,GC,Hatchback,Hanham Family Cars,Bristol,10,Renault
4219,Vauxhall Astra,2007,89000.0,1.6L,113.0,Manual,Petrol,1995,GC,Hatchback,CAR MART (SW) LTD,Bristol,57,Vauxhall
4221,Peugeot 3008,2012,126712.0,1.6L,110.0,Manual,Diesel,2495,GC,SUV,CLS AUTO SOLUTIONS LTD,Bristol,,Peugeot
4224,SEAT Arona,2020,16486.0,1.0L,94.0,Manual,Petrol,13891,GC,SUV,Bristol Street Motors Renault Gloucester,Gloucester,70,SEAT
4228,Vauxhall Astra,2012,52000.0,1.4L,99.0,Manual,Petrol,4995,GC,Hatchback,Birchwood Motors Ltd,Cardiff,,Vauxhall
4231,Volkswagen Golf,2005,200000.0,2.0L,74.0,Manual,Diesel,994,GC,Hatchback,Oakwood Autos,Bristol,05,Volkswagen
4234,Peugeot 207,2008,116000.0,1.4L,95.0,Manual,Petrol,1489,GC,Hatchback,Sensibly Priced Cars,Bristol,58,Peugeot
4237,Fiat Tipo,2017,81000.0,1.4L,94.0,Manual,Petrol,6495,GC,Hatchback,CAR MART (SW) LTD,Bristol,17,Fiat
4261,Vauxhall Astra,2012,89000.0,1.6L,113.0,Manual,Petrol,2995,GC,Hatchback,Myrtle Vehicle Sales,Bristol,,Vauxhall
4263,Ford Fiesta,2008,93904.0,1.6L,118.0,Manual,Petrol,2999,GC,Hatchback,Til Motors Cars.com,Burry Port,58,Ford
4286,Ford Focus,2004,83650.0,1.6L,99.0,Manual,Petrol,1500,GC,Hatchback,IVY JACOB CARS LTD,Bristol,04,Ford
4288,Renault Clio,2010,84000.0,1.2L,74.0,Manual,Petrol,2289,GC,Hatchback,Sensibly Priced Cars,Bristol,10,Renault
4290,Hyundai i20,2011,112000.0,1.2L,77.0,Manual,Petrol,1689,GC,Hatchback,Car Pal,Bristol,61,Hyundai
4292,Volkswagen Polo,2010,105666.0,1.4L,84.0,Manual,Petrol,3299,GC,Hatchback,,,60,Volkswagen
4297,Ford Fiesta,2010,177000.0,1.25L,81.0,Manual,Petrol,1690,GC,Hatchback,Mangotsfield Motor Company,Bristol,10,Ford
4301,Mazda3,2006,70511.0,1.6L,103.0,Automatic,Petrol,2985,GC,Hatchback,MBS AUTOMOTIVE,Bristol,56,Mazda3
4302,MINI Hatch,2009,69222.0,1.6L,118.0,Manual,Petrol,3499,GC,Hatchback,CAR MART (SW) LTD,Bristol,59,MINI
4312,Fiat Punto Evo,2011,74000.0,1.4L,77.0,Manual,Petrol,2489,GC,Hatchback,Sensibly Priced Cars,Bristol,11,Fiat
4318,Citroen C3,2010,92000.0,1.4L,69.0,Manual,Diesel,1789,GC,Hatchback,Sensibly Priced Cars,Bristol,10,Citroen
4327,Mitsubishi Shogun Pinin,2000,82000.0,1.8L,118.0,Automatic,Petrol,2495,GC,SUV,CAR MART (SW) LTD,Bristol,X ,Mitsubishi
4330,Vauxhall Corsa,2012,147000.0,1.3L,74.0,Manual,Diesel,1750,GC,Hatchback,South West Traderz Ltd,Bristol,,Vauxhall
4347,Fiat Bravo,2007,96000.0,1.9L,120.0,Manual,Diesel,1289,GC,Hatchback,Car Pal,Bristol,07,Fiat
4348,KIA RIO,2009,71000.0,1.4L,95.0,Manual,Petrol,1799,GC,Hatchback,Hanham Family Cars,Bristol,09,KIA
4355,Ford Fiesta,2016,52000.0,1.0L,123.0,Manual,Petrol,7495,GC,Hatchback,Birchwood Motors Ltd,Cardiff,65,Ford
4369,Vauxhall Astra,2010,81082.0,1.4L,89.0,Manual,Petrol,2495,GC,Hatchback,UK MOTORS N LIMITED,Leicester,60,Vauxhall
4375,Citroen C3,2015,64000.0,1.0L,67.0,Manual,Petrol,3495,GC,Hatchback,Speedway Motors Bristol,Bristol,15,Citroen
4382,BMW 3 Series,2010,113000.0,2.0L,168.0,Manual,Petrol,4795,GC,Saloon,iCars Automotive,Bristol,59,BMW
4383,Abarth Grande Punto,2008,85600.0,1.4L,153.0,Manual,Petrol,2695,GC,Hatchback,Avon Motors,Bristol,58,Abarth
4385,Vauxhall Corsa,2007,78000.0,1.2L,79.0,Manual,Petrol,2495,GC,Hatchback,Impulse automotive,Gloucester,57,Vauxhall
4386,Honda Civic,2004,153606.0,1.6L,108.0,Manual,Petrol,3499,GC,Hatchback,Mountbatten Car Sales,Wotton Under Edge,04,Honda
4395,Mazda MX-5,2007,86000.0,2.0L,158.0,Manual,Petrol,3495,GC,Convertible,CAR MART (SW) LTD,Bristol,07,Mazda
4397,Vauxhall Corsa,2012,69000.0,1.2L,84.0,Manual,Petrol,3995,GC,Hatchback,CARHUB,Bristol,,Vauxhall
4404,Peugeot 207 CC,2011,65300.0,1.6L,118.0,Manual,Petrol,1195,GC,Convertible,Sam Motor,High Wycombe,11,Peugeot
4414,SEAT Ibiza,2009,70833.0,1.4L,84.0,Manual,Petrol,2820,GC,Hatchback,,,59,SEAT
4416,Vauxhall Vectra,2006,130500.0,2.2L,152.0,Automatic,Petrol,1500,GC,Hatchback,Keepers Cars,Stonehouse,06,Vauxhall
4417,Toyota Aygo,2009,121600.0,1.0L,67.0,Manual,Petrol,1995,GC,Hatchback,CAR MART (SW) LTD,Bristol,09,Toyota
4418,Vauxhall Insignia,2012,121000.0,2.0L,128.0,Manual,Diesel,2295,GC,Hatchback,Jacobs Automobile Ltd,Bristol,,Vauxhall
4428,Vauxhall Corsa,2006,67000.0,1.7L,123.0,Manual,Diesel,1595,GC,Hatchback,WCC,Hook,56,Vauxhall
4430,Ford Fiesta,2010,90000.0,1.4L,67.0,Manual,Diesel,2200,GC,Hatchback,The Car Station,Bristol,10,Ford
4431,Jaguar XF,2010,57000.0,3.0L,237.0,Automatic,Diesel,4500,GC,Saloon,Pitstop Motors,Swindon,60,Jaguar
4439,Citroen C3,2007,55000.0,1.4L,72.0,Manual,Petrol,1995,GC,Hatchback,CAR MART (SW) LTD,Bristol,57,Citroen
4452,SEAT Ibiza,2012,66445.0,1.4L,84.0,Manual,Petrol,4995,GC,Hatchback,AJK Autos (Bristol) Limited,Bristol,,SEAT
4465,Peugeot 206,2006,31000.0,1.1L,60.0,Manual,Petrol,2189,GC,Hatchback,Sensibly Priced Cars,Bristol,55,Peugeot
4472,Peugeot 307,2006,85000.0,1.6L,90.0,Manual,Diesel,1750,GC,Hatchback,JDM Trading Ltd,Rotherham,06,Peugeot
4480,Ford Fiesta,2012,93062.0,1.25L,81.0,Manual,Petrol,2999,GC,Hatchback,MBS AUTOMOTIVE,Bristol,,Ford
4481,SKODA Fabia,2010,104568.0,1.4L,80.0,Manual,Diesel,2275,GC,Hatchback,CLS AUTO SOLUTIONS LTD,Bristol,59,SKODA
4483,Mazda2,2008,107165.0,1.3L,74.0,Manual,Petrol,566,GC,Hatchback,CARS WITH CHARACTOR LIMITED T/A Click Car,Stockport,08,Mazda2
4487,BMW 1 Series,2013,60000.0,1.6L,134.0,Manual,Petrol,8494,GC,Hatchback,Oakwood Autos,Bristol,63,BMW
4488,Ford Focus,2005,89000.0,2.0L,143.0,Manual,Petrol,1650,GC,Hatchback,Cesil Motors,Weston Super Mare,05,Ford
4494,Peugeot 207,2012,58663.0,1.4L,74.0,Manual,Petrol,3200,GC,Hatchback,Carhub Newport Ltd,Newport,,Peugeot
4497,Renault Clio,2011,68000.0,1.2L,74.0,Manual,Petrol,2999,GC,Hatchback,Motorwell,Bristol,61,Renault
4500,SKODA Octavia,2002,193200.0,1.9L,110.0,Manual,Diesel,845,GC,Estate,,,52,SKODA
4507,Vauxhall Astra,2012,89000.0,1.6L,113.0,Manual,Petrol,3890,GC,Hatchback,WESTON MOTOR HUB,Bristol,,Vauxhall
4508,Saab 9-5,2004,139999.0,2.0L,150.0,Manual,Petrol,1490,GC,Estate,Trade Link of Devon,Axminster,,Saab
4509,Hyundai i20,2010,104000.0,1.2L,77.0,Manual,Petrol,1990,GC,Hatchback,Mangotsfield Motor Company,Bristol,60,Hyundai
4524,Land Rover Freelander,2006,140000.0,2.0L,110.0,Manual,Diesel,1400,GC,SUV,USK VALE PRESTIGE CARS LTD,Cwmbran,06,Land
